category,text
politics,custody death rate  shocks  mps deaths in custody have reached  shocking  levels  a committee of mps and peers has warned.  the joint committee on human rights found those committing suicide were mainly the most vulnerable  with mental health  drugs or alcohol problems. members urged the government to set up a task force to tackle deaths in prisons  police cells  detention centres and special hospitals. there was one prison suicide every four days between 1999 and 2003  mps said. the report  which followed a year-long inquiry by the committee  found the high death rate  amounts to a serious failure to protect the right to life of a highly vulnerable group .  many of those who ended up taking their own lives had  presented themselves  to the authorities with these problems before they even offended  the report said. it questioned whether prison was the most appropriate place for them to be kept and whether earlier intervention would have meant custody could have been avoided.  increased resources and a reduction in the use of imprisonment was needed to address the issue in the longer term  the report said. committee chairman labour mp jean corston said:  each and every death in custody is a death too many  regardless of the circumstances.   yet throughout our inquiry we have seen time and time again that extremely vulnerable people are entering custody with a history of mental illness  drug and alcohol problems and potential for taking their own lives.   these highly vulnerable people are being held within a structure glaringly ill-suited to meet even their basic needs.  crime levels are falling but we are holding more people in custody than ever before. the misplaced over-reliance on the prison system for some of the most vulnerable people in the country is at the heart of the problems that we encountered.  until we change our whole approach to imprisoning vulnerable people we cannot begin to meet our positive obligations under article 2 of the european convention on human rights and meet our duty of care to them.   the committee also highlighted  deeply worrying  cases of children and young people taking their own lives. between 1990 and 2004  25 children have taken their own lives in prison and two have died in secure training centres. it picked out the case of joseph scholes  who hanged himself from the bars of his cell in stoke heath young offender institution in march 2002  and urged the home secretary to hold a public inquiry. it revealed that two weeks before his court appearance for a series of robberies  the 16-year-old was depressed  exhibiting suicidal tendencies and slashed his face with a knife about 30 times. even though the trial judge had been alerted to his experience of sexual abuse and mental illness  he was sentenced to a two-year detention and training order. nine days into his sentence  joseph hung himself from the bars of his cell window with a sheet.
entertainment,musical treatment for capra film the classic film it s a wonderful life is to be turned into a musical by the producer of the controversial hit show jerry springer - the opera.  frank capra s 1946 movie starring james stewart  is being turned into a £7m musical by producer jon thoday. he is working with steve brown  who wrote the award-winning musical spend spend spend. a spokeswoman said the plans were in the  very early stages   with no cast  opening date or theatre announced.  a series of workshops have been held in london  and on wednesday a cast of singers unveiled the musical to a select group of potential investors. mr thoday said the idea of turning the film into a musical had been an ambition of his for almost 20 years. it s a wonderful life was based on a short story  the greatest gift  by philip van doren stern. mr thoday managed to buy the rights to the story from van doren stern s family in 1999  following mr brown s success with spend spend spend. he later secured the film rights from paramount  enabling them to use the title it s a wonderful life.
politics,ukip candidate suspended eurosceptic party ukip have suspended a candidate for allegedly suggesting the criminally insane should be killed.  john houston  54  was due to stand in the east kilbride seat in lanarkshire at the next election. but he was suspended after his reported views  including the return of the british empire  were sent to two scottish newspapers. ukip spokesman mark croucher said those who selected mr houston knew nothing of his views. the episode comes at a difficult time for ukip  soon after the high-profile departure of mep robert kilroy-silk. mr houston is alleged to have said that the organs of the criminally insane should be  made available to law-abiding members of the community  and proposed the legalisation of drugs and the sex trade. the document reportedly said:  we re looking for the resurrection of the british empire.  the problems for the human race - environmental and others - can only be dealt with on a global scale  and that calls for a radical alliance of the english-speaking nations  which they are uniquely able to do.  mr croucher said the main issue would be that mr houston s reported views had been presented as ukip policy  which they were not. he said they might have been submissions to a committee working on the party s manifesto  but would not have been matched to mr houston when he was standing to become a candidate. he told bbc news:  he appears to have said these things. we have suspended him as a member and as a candidate.  by all accounts none of this was mentioned at his selection meeting.  it is simply a distraction from the task in hand  the eu constitution  not individual idiocies.  mr houston was quoted in the herald newspaper saying:  i feel ukip have over-reacted and overshot the runway.   peter nielson  who is ukip scotland chairman  said he had suspended mr houston on friday night.  he will remain suspended while the matter is being investigated and then we will decide if and what further action will be taken.  he said that any evidence would be looked into and mr houston may be interviewed by the party. he added:  i can t comment too much at the moment  i have one version from him but i haven t seen the papers yet.
business,economy  strong  in election year uk businesses are set to prosper during the next few months - but this could trigger more interest rate rises  according to a report.  optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending  say researchers at bdo stoy hayward. the bank of england is expected to keep rates on hold this week - but they could go up later in the year. rates are likely to rise after the anticipated general election in may. the bdo optimism index - a leading indicator of gdp growth two quarters ahead edged up in january to 102.5  from 102.2 in october. the rise is due  in part  to an increase in public spending and increased merger and acquisition activity.  the only thing blighting business optimism this year will be uncertainties associated with the general election  bdo said. its bdo s output index - which predicts gdp movements a quarter in advance - remained at 100.8 for january  implying gdp growth at 2.9% in the second quarter of 2005. however  the output index is being held back by recent interest rate rises  sterling s strength against the dollar and high oil prices  the group noted. its inflation index  which has risen continuously over the last 8 months  climbed to 110.0 in january from 108.0 in october last year.  the uk is looking strong going into the general election  but businesses need to prepare themselves for a jolt ahead as the bank of england reacts to growth and inflationary pressures   said peter hemington  partner at bdo stoy hayward.  growth will probably slow by the end of 2005 and it is likely that we will see higher interest rates or a sharp drop in demand for products and services.
entertainment,springer criticises opera musical talk show host jerry springer  whose programme inspired the controversial opera shown by the bbc  has said he would not have written it himself.  the bbc received 47 000 complaints before the musical was broadcast  and protesters demonstrated outside bbc buildings across the uk. springer helped launch the west end show and attended the opening night.  i wouldn t have written it. i don t believe in making fun of other religions   he said.  the tv host said he understood how people could have thought the musical had gone too far.  you know  on our tv show if people use inappropriate language we bleep it out  if there s nudity we cover it up  so that viewers at home don t get to see any of this   he said.  asked whether he thought the bbc should have screened the controversial musical he said:  i don t know if they should have had it on television but  good lord  if you don t like what s on television  that s why god gave us remote controls.  my show is about dysfunctional people and i defy anyone to watch the show and suggest to me the people on it aren t to some degree dysfunctional.    if i did a show about the war in iraq  it wouldn t make me a warmonger  i would just be doing my job to report on the war.  in the case of my show  it s my job to report on the dysfunctions that take place in society.  the british-born presenter is in london to speak at a fundraising dinner for the united jewish israel appeal. the dinner  on tuesday  is expected to be attended by more than 800 guests.
politics,top judge clashes with ministers the uk s top judge has revealed he has clashed with ministers about how the heads of public inquiries are chosen.  lord woolf said he was determined his current veto on whether a judge should chair an inquiry should continue as a guard for judicial independence. but he told mps the lord chancellor  lord falconer  was insisting he should have the final say in such cases. lord hutton s inquiry into the death of dr david kelly sparked debate about who should run inquiries.  the government says the lord chancellor would be unlikely to go against lord woolf s wishes. lord woolf  who is lord chief justice of england and wales  was giving evidence to the commons public administration select committee s inquiry into public inquiries. he said he had not been involved in the choice of lord hutton  who as a law lord did not come under his jurisdiction. but he argued he should have a veto on whether judges generally should chair a particular inquiry and if so  which judge it should be. in written evidence to the committee  lord woolf said:  i have  so far  failed to reach an agreement with the lord chancellor on this issue ... i intend to maintain my position and will press for this safeguard to be in any future legislation.   judges should think carefully before heading an inquiry into a highly political issue  such as the intelligence on iraq s weapons of mass destruction  he said. he argued:  the subject matter of the inquiry may be so political that it would be damaging to the judiciary for a judge to be involved.  in addition  the question of whether there should be an inquiry at all may be highly controversial and if a judge is appointed  the judiciary  as a result of the appointment  may be seen as siding inappropriately with the government.  he told the mps:  anything that tends to undermine the confidence of the public in the judiciary worries me.   lord woolf said the current rules were not written down but it was inconceivable in practice that the lord chancellor would overrule his concerns. but that situation could change with new legal reforms. the issue had been  overlooked  when a new agreement was drawn up about those responsibilities and the dispute had emerged in later discussions.  what i am asking for is a situation where if the lord chancellor cannot obtain my agreement [on appointing a judge]  it doesn t happen   he said.  lord woolf said he did not think there would be difficulties but he wanted to establish the principle. a department for constitutional affairs spokeswoman said lord woolf and lord falconer agreed about what happened in practice.  their disagreement is about whether the legislation should include a requirement for consultation or concurrence - a very narrow dispute  in lord woolf s words   she said.  as lord woolf also acknowledged  it is highly unlikely that the lord chancellor would appoint a judge against the wishes of the lord chief justice.  judges are free to decide for themselves whether to accept positions as inquiry chairs.  parliament will examine the issue next year when it debates a new bill about public inquiries.
politics,blair dismisses quit claim report tony blair has dismissed reports he told gordon brown he would quit before the next general election.   you don t do deals over jobs like this   the prime minister told bbc one s breakfast with frost programme. according to a new book  brown s britain  mr blair went back on a pledge to make way for mr brown after cabinet allies intervened in june 2004. mr blair said the claims were  reheated from six months ago  and that he was concentrating on running the country. mr blair said:  i ve dealt with this six months ago. i said then you don t do deals over jobs like this - you don t.   what both of us are actually concentrating on are the issues that concern the country.  the book  by sunday telegraph journalist robert peston and serialised in the newspaper  said the pair had  mutual animosity and contempt  for each other.  it claims tony blair felt by november 2003 he had lost voters  trust because of the iraq war and that he was no longer an asset to the labour party. and that at a dinner hosted by deputy prime minister john prescott he told mr brown of his intention to stand down. according to mr peston the prime minister said:  help me to get through the year and i will then stand down.  but he then changed his mind in june 2004  following intervention from allies in the cabinet and the suspicion that the chancellor was deliberately manoeuvring against him  according to the book.  mr peston told bbc news:  my understanding is that they are not nearly as close or as friendly as they once were.  what the book says is there is now a pretty profound mutual mistrust  mutual animosity.  i think in public you see this double-act pretending everything is alright  but in private i don t think the relationship is good because brown  understandably  feels deeply betrayed - particularly over this issue of the leadership.  but  in a wide-ranging bbc interview covering issues such as the asian tsunami disaster  the middle east peace process and northern ireland  mr blair said:  when you get to the top in politics you get this huge swell around you.  all sorts of people make all sorts of claims and counter-claims.  he admitted to a  sense of frustration  about the allegations which he said had been made  countless times .  there has been fresh speculation of a rift recently  following their separate responses to the asian tsunami. these rumours were fuelled by mr blair s decision to hold his monthly media conference at the same time as a long-planned speech by mr brown on uk plans to tackle global poverty with a new  marshall plan  for africa. there was speculation the pair were trying to outdo each other s response to the disaster. but the prime minister said he had discussed these claims with the chancellor and dismissed them as a  load of nonsense . former welfare minister frank field mp said the prime minister should sack mr brown  but did not believe mr blair was strong enough to do so.  tory leader michael howard accused the prime minister and mr brown of  squabbling like schoolboys . he told sky news  sunday with adam boulton:  this is the politics of the playground and britain really does deserve better.  the liberal democrat parliamentary chairman matthew taylor said the personal ambition of mr blair and mr brown was  getting in the way of good government .  either they need to grow up and put their squabbles to one side or they cannot expect the electorate to support a divided government at the next election.  during the interview mr blair also said the former home secretary david blunkett would play a  big role  at the general election.
entertainment,stars gear up for bafta ceremony film stars from across the globe are preparing to walk the red carpet at this year s bafta award ceremony.  the 2005 orange british academy film awards are being held at the odeon in london s leicester square. a host of hollywood stars  including cate blanchett  leonardo dicaprio  keanu reeves and richard gere  are expected to attend saturday s ceremony. hosted by stephen fry  the glittering ceremony will be broadcast on bbc one at 2010 gmt.  other actors expected to add to the glamour of the biggest night in uk film are gael garcia bernal  imelda staunton  diane kruger  christian slater  anjelica huston  helen mirren and former james bond star pierce brosnan. hollywood blockbuster the aviator  starring dicaprio  leads the field with 14 nominations  including best film.  it is up against eternal sunshine of the spotless mind  finding neverland  the motorcycle diaries and british film vera drake  which has 11 nominations. british hope imelda staunton is one of the favourites to land the best actress award for her gritty role as a backstreet abortionist in the small-budget film. other nominees in the best actress category include charlize theron for monster  ziyi zhang for house of flying daggers and uk star kate winslet  who has two nods for her roles in eternal sunshine of the spotless mind and finding neverland.  dicaprio faces competition from bernal  jamie foxx  jim carrey and johnny depp in the best actor category. and british actor clive owen is hoping to repeat his golden globe success with a best supporting actor award for his role in closer. his co-star natalie portman is up against blanchett  heather craney  julie cristie and meryl streep in the best supporting actress category. mike leigh is up for the best director award for vera drake  alongside martin scorsese for the aviator  michael mann for collateral  michel gondry for eternal sunshine of the spotless mind and marc forster for finding neverland.
politics,fox attacks blair s tory  lies  tony blair lied when he took the uk to war so has no qualms about lying in the election campaign  say the tories.  tory co-chairman liam fox was speaking after mr blair told labour members the tories offered a  hard right agenda . dr fox told bbc radio:  if you are willing to lie about the reasons for going to war  i guess you are going to lie about anything at all.  he would not discuss reports the party repaid £500 000 to lord ashcroft after he predicted an election defeat.  the prime minister ratcheted up labour s pre-election campaigning at the weekend with a helicopter tour of the country and his speech at the party s spring conference. he insisted he did not know the poll date  but it is widely expected to be 5 may.  in what was seen as a highly personal speech in gateshead on sunday  mr blair said:  i have the same passion and hunger as when i first walked through the door of 10 downing street.  he described his relationship with the public as starting euphoric  then struggling to live up to the expectations  and reaching the point of raised voices and  throwing crockery . he warned his supporters against complacency  saying:  it s a fight for the future of our country  it s a fight that for britain and the people of britain we have to win.   mr blair said that whether the public chose michael howard or mr kennedy  it would result in  a tory government not a labour government and a country that goes back and does not move forward . dr fox accused mr blair and other cabinet ministers of telling lies about their opponents  policies and then attacking the lies.  what we learned at the weekend is what labour tactics are going to be and it s going to be fear and smear   he told bbc news. the tory co-chairman attacked labour s six new pledges as  vacuous  and said mr blair was very worried voters would take revenge for his failure to deliver. dr fox refused to discuss weekend newspaper reports that the party had repaid £500 000 to former tory treasurer lord ashcroft after he said the party could not win the election.  we repay loans when they are due but do not comment to individual financial matters   he said  insisting he enjoyed a  warm and constructive  relationship to lord ashcroft.  meanwhile lib dem leader charles kennedy is expected to attack mr blair s words as he begins a nationwide tour on monday. mr kennedy is accelerating lib dem election preparations this week as he visits manchester  liverpool  leicester  somerset  basingstoke  shrewsbury  dorset and torbay. he said:  this is three-party politics. in the northern cities  the contest is between labour and the liberal democrats.  in southern and rural seats - especially in the south west - the principal contenders are the liberal democrats and the conservatives  who are out of the running in scotland and wales.  the lib dems accuse mr blair of making a  touchy-feely  speech to labour delegates which will not help him regain public trust.
sport,reds sink 10-man magpies titus bramble s own goal put liverpool on the comeback trail as injury-hit newcastle were well beaten at anfield.  patrick kluivert s close-range finish put newcastle ahead after 31 minutes  but they were pegged back as bramble headed in steven gerrard s corner. neil mellor gave liverpool the lead before half-time from milan baros  pass before the czech added a third after rounding shay given on the hour. newcastle then had lee bowyer sent off for two bookable offences. liverpool brought back luis garcia after a hamstring injury  while newcastle were forced to draft in kluivert after craig bellamy was a late withdrawal with a back injury sustained in the warm-up. and garcia should have crowned his return with a goal inside the opening minute when he took a pass from baros but shot wildly over the top from eight yards. olivier bernard was only inches away from giving newcastle the lead after 20 minutes  when he fired just wide from a free-kick 25 yards out. but souness s side did go ahead 11 minutes later in highly controversial circumstances.  kluivert looked suspiciously offside when kieron dyer set bowyer free  but the dutchman was then perfectly placed to score from six yards. the lead lasted three minutes  with liverpool back on terms as bramble headed gerrard s corner into his own net under pressure from sami hyypia. and liverpool were ahead after 37 minutes when baros slid a perfect pass into mellor s path for the youngster to slip a slide-rule finish into given s bottom corner. garcia s finishing was wayward  and he was wasteful again in first-half injury time  shooting tamely at given after good work by xabi alonso. any hopes of a newcastle recovery looked to be snuffed out on the hour when a brilliant turn and pass by harry kewell set baros free and he rounded given to score. jermaine jenas then missed a glorious chance to throw newcastle a lifeline  shooting over from just eight yards out from shola ameobi s cross. then bowyer  who had already been booked for a foul on alonso  was deservedly shown the red card by referee graham poll for a wild challenge on liverpool substitute florent sinama-pongolle.  dudek  finnan  hyypia  carragher  riise  luis garcia (nunez 73)  gerrard  alonso  kewell (traore 85)  baros  mellor (sinama pongolle 75).  subs not used: hamann  harrison.  bramble 35 og  mellor 38  baros 61.  given  andrew o brien  elliott  bramble  bernard  bowyer  dyer (ambrose 80)  jenas  milner (n zogbia 72)  kluivert (robert 58)  ameobi.  subs not used: harper.  bowyer (77).  bowyer  elliott  bernard.  kluivert 32.  43 856.  g poll (hertfordshire).
business,australia rates at four year high australia is raising its benchmark interest rate to its highest level in four years despite signs of a slowdown in the country s economy.  the reserve bank of australia lifted interest rates 0.25% to 5.5%  their first upwards move in more than a year. however  shortly after the bank made its decision  new figures showed a fall in economic growth in the last quarter. the bank said it had acted to curb inflation but the move was criticised by some analysts.  the rate hike was the first since december 2003 and had been well-flagged in advance. however  opposition parties and some analysts said the move was ill-timed given data showing the australian economy grew just 0.1% between october and december and 1.5% on an annual basis.  the figures  representing a decline from the 0.2% growth in gdp seen between july and september  were below market expectations. consumer spending remains strong  however  and the bank is concerned about growing inflationary pressures.  over recent months it has become increasingly clear that remaining spare capacity in the labour and goods markets is becoming rather limited   said ian macfarlane  governor of the reserve bank.  at 2.6%  inflation remains within the bank s 2-3% target range. however  exports declined in the second half of 2004  fuelling a rise in the country s current account deficit - the difference in the value of imports compared to exports - to a record australian dollar 29.4bn. the australian government said the economy remained strong with unemployment at a near 30 year low.  the economy has been strong and it is properly moderating but it doesn t look to me like it s slowing in any unreasonable way   said treasurer peter costello. stock markets had factored in the likelihood of a rate rise but analysts still expressed concern about the strength of the economy.  that 1.5% annual growth rate is the lowest we have seen since the post-election slump we saw back in 2000-1   said michael blythe  chief economist at the commonwealth bank of australia.  this suggests the economy really did slow very sharply in the second half of 2004.
politics,commons hunt protest charges eight protesters who stormed the house of commons chamber during a debate on the hunting bill have been charged with disorderly conduct.  the men were arrested in september after bursting into the chamber causing a hunting ban debate to be halted. those charged included otis ferry  the 22-year-old son of rock star bryan ferry and luke tomlinson  27  a close friend of princes william and harry. they were charged under section 5 of the public order act  police said.  five of the eight men held an impromptu news conference outside charing cross police station on monday evening  after the charges were formerly put to them. the men s solicitor matthew knight  said that at no time had it occurred to the men that they were committing a criminal offence.   there is no offence of trespassing in the house of commons - it is not a criminal offence   he said.  if parliament wanted to make entering the house of commons chamber on foot a criminal offence it should have done so  but it can t do so retrospectively.  we are not prosecuted for that. we are prosecuted for a public order act offence. we are not guilty of it.  they will appear at bow street magistrates  court on 21 december  a police spokesman said. otis ferry  a former eton pupil and joint leader of the south shropshire hunt  said:  i have no regrets.  we have done nothing wrong beyond the obvious which was to stand up for our rights and not act like a sheep like the rest of the country.  one of the men  david redvers  34  from hartpury  gloucestershire  said he and the other seven protesters would plead not guilty to the charges.  the other protesters are john holliday  37  a huntsman from ledbury  herefordshire  robert thame  34  who plays polo with princes charles in team highgrove  auctioneer andrew elliot  42  from bromesberrow  near ledbury  point-to-point jockey richard wakeham  34  from york  and former royal chef nick wood  41. the 15 september protest came on the same day as a huge pro-hunting demonstration in parliament square. four of the men ran out from behind the speaker s chair while another wrestled past a doorkeeper from a different entrance. the five tried to confront mps before they were bundled out of the chamber and later led away handcuffed by police. three others had been intercepted by security staff as they tried to join the five in the chamber.  speaker michael martin later said the men had used a forged letter to gain access to the house of commons and had been helped to get close to the chamber by a parliamentary pass holder. in november  the use of the parliament act meant a total ban on hunting with dogs in england and wales. however  many pro-hunt activists remained defiant after the law was passed  saying they would ignore the ban and continue to hunt. last week  the countryside alliance said more than 250 hunts would meet legally the day after the ban on hunting with dogs comes into force. the alliance said the 19 february meets would show the new law was  impossibly difficult to determine  and open to different interpretations.
politics,mps to debate  euthanasia laws  mps are preparing to debate a bill which critics claim would legalise euthanasia  by the back door .  the bill would give legal force to  living wills   where people say they want medical treatment withheld if they become severely incapacitated. the mental capacity bill has broad support from charities who say it would give better safeguards over treatment. but christian groups say it could mean doctors withholding food and fluids even if they think it inappropriate.  ministers insist the mental capacity bill - for england and wales - would not change laws on assisted suicide and contains a presumption in favour of preserving life.  the bill would establish a legal presumption that everybody can make decisions about their own treatment unless proved otherwise. it would allow people to give somebody the power of attorney to make decisions on their behalf  which could be challenged by doctors. critics fear it could allow  killing by omission  through withdrawing treatment. an amendment to the bill - specifically preventing decisions that would bring about death - has been tabled by former conservative leader iain duncan smith. ninety one mps have signed a petition backing the amendment. mps could vote on it later on tuesday  during the bill s report stage debate. the bill will then go to a third reading and be debated in the lords  before becoming law.  the christian medical fellowship (cmf) and lawyers  christian fellowship (lcf) said the mental capacity bill would allow euthanasia by the  back door . peter saunders of the cmf said it believed advance refusals should be only advisory  not legally binding.  cmf is concerned that patients will make unwise and hasty advance decisions to refuse food and fluids without being properly informed about the diagnosis and the expected course their illness will take   he said.  the lcf s andrea williams said there were  too many loopholes that could be abused by unscrupulous doctors . ex-labour minister frank field told bbc two s newsnight programme there was a danger people would feel under pressure to  do away  with themselves so relatives could inherit their assets.  constitutional affairs minister david lammy said laws affecting 750 000 people with dementia needed updating. mr lammy told bbc news labour mps would not get a free vote as the law was being strengthened  not changed.  we are against euthanasia  we are against assisted suicide but we are in a situation now where people can make living wills and that has the force of the common law   he said.  doctors are saying they want more clarity. patients are saying they want more clarity.  the making decisions alliance  which includes the alzheimer s society  age concern  mencap and the national autistic society  said misunderstandings over the bill had to be cleared up.  it will not change the current law on euthanasia and will actually provide a series of better safeguards when decisions are made for people who lack capacity   the alliance said in a statement. the british medical association also backs the bill  saying it just gives incapacitated people the same rights as others. debate on legalising euthanasia has intensified in the uk because of cases like that of motor neurone patient diane pretty. she died two years ago after losing a legal battle to allow her husband to help her commit suicide.
business,chinese exports rise 25% in 2004 exports from china leapt during 2004 over the previous year as the country continued to show breakneck growth.  the spurt put china s trade surplus - a sore point with some of its trading partners - at a six-year high. it may also increase pressure on china to relax the peg joining its currency  the yuan  with the weakening dollar. the figures released by the ministry of commerce come as china s tax chief confirmed that growth had topped 9% in 2004 for the second year in a row. state administration of taxation head xie xuren said a tightening of controls on tax evasion had combined with the rapid expansion to produce a 25.7% rise in tax revenues to 2.572 trillion yuan ($311bn; £165bn).  according to the ministry of commerce  china s exports totalled $63.8bn in december  taking the annual total up 35.4% to $593.4bn. with imports rising a similar amount  the deficit rose to $43.4bn. the increased tax take comes despite healthy tax rebates for many exporters totalling 420bn yuan in 2004  according to mr xie. china s exporting success has made the trade deficit of the united states soar even further and made trade with china a sensitive political issue in washington. the peg keeping the yuan around 8.30 to the dollar is often blamed by us lawmakers for job losses at home. a us report issued on tuesday on behalf of a congressionally-mandated panel said almost 1.5 million posts disappeared between 1989 and 2003. the pace accelerated in the final three years of the period  said the report for the us-china economic and security review commission  moving out of labour-intensive industries and into more hi-tech sectors. the us s overall trade deficit with china was $124bn in 2003  and is expected to rise to about $150bn for 2004.
entertainment,carry on star patsy rowlands dies actress patsy rowlands  known to millions for her roles in the carry on films  has died at the age of 71.  rowlands starred in nine of the popular carry on films  alongside fellow regulars sid james  kenneth williams and barbara windsor. she also carved out a successful television career  appearing for many years in itv s well-loved comedy bless this house. rowlands died in hove on saturday morning  her agent said.  born in january 1934  rowlands won a scholarship to the guildhall school of speech and drama scholarship when she was just 15.  after spending several years at the players theatre in london  she made her film debut in 1963 in tom jones  directed by tony richardson. she made her first carry on film in 1969 where she appeared in carry on again doctor. rowlands played the hard-done-by wife or the put-upon employee as a regular carry on star. she also appeared in carry on at your convenience  carry on matron and carry on loving  as well as others.  in recent years she appeared in bbc mini-series the cazalets and played mrs potts in the london stage version of beauty and the beast. agent simon beresford said:  she was just an absolutely favourite client she never complained about anything  particularly when she was ill  she was an old trouper.  she was of the old school - she had skills from musical theatre and high drama  that is why she worked with the great and the good of directors.  she didn t mind always being recognised for the carry on films because she thoroughly enjoyed making them. she was a really lovely person and she will be much missed.  her last appearance on stage was as mrs pearce in the award-winning production of my fair lady at the national theatre. previously married  she leaves one son  alan. her funeral will be a private  family occasion  with a memorial service at a later date.
sport,gb quartet get cross country call four british athletes have been pre-selected to compete at the world cross country championships in march after impressive starts to the season.  hayley yelling  jo pavey  karl keska and adam hickey will represent team gb at the event in france. yelling clinched the women s european cross country title last month and pavey followed up with bronze. keska helped the men s team to overall third place while hickey finished in 10th place on his junior debut.  winning the european cross country title meant so much to me   said yelling.  and being pre-selected for the worlds means that i can focus on preparing in the best way possible.  the 32-year-old will race alongside olympic 5 000m finalist pavey in the women s 8km race on 19 march. keska  who has made a successful return from a long-term injury lay-off  contests the men s 12km race on 20 march  while 16-year-old hickey goes in the junior men s 8km on the same day. the rest of the team will be named after the trials at wollaton park in nottingham  which take place on 5 march.
business,yukos owner sues russia for $28bn the majority owner of embattled russian oil firm yukos has sued the russian government for $28.3bn (£15.2bn).  the kremlin last year seized and sold yukos  main production arm  yugansk  to state-run oil group rosneft for $9.3bn to offset a massive back tax bill. group menatep  the gibraltar-based holding company which controls 51% of yukos  says this was illegal. menatep has already asked rosneft to repay a $900m loan that yugansk had secured on its assets.  the russian government s argument for selling yuganskneftegaz - the unit s full name - was that yukos owed more than $27bn in back taxes for the years from 2000 onwards. it accused the firm of using a web of offshore firms to avoid its tax liabilities  and the courts sent in bailiffs to freeze yukos accounts and seize yugansk.  but critics say the sell-off  and the assault on yukos  finances  are part of an attempt to bring the energy industry back under state control. according to menatep  the government s actions were contrary to the 1994 energy charter treaty  which was designed to regulate disagreements over energy investments.  we have warned the russian government about their continuing attacks against yukos  its personnel and its shareholders and we have warned any buyer of yuganskneftegaz that they would face a lifetime of litigation   said tim osborne  a director of group menatep.  the time for warning is over and actions to recover the value of our losses begin in earnest today.   menatep said the value of its yukos shareholding had gone from $17.8bn to  virtually nothing  since 2003 as a result of the russian government s action  as its shares have fallen 97%. according to its paris lawyer  emmanuel gaillard of shearman and sterling  the overall claim is based on that figure  with a 60% addition for the share gains that could have accrued since then. arbitration of the lawsuit could take place in stockholm or the hague  mr gaillard said. while russia has signed the charter  it has never ratified it - which some experts say could make it difficult for menatep to press its case. but mr gaillard told bbc news that the charter came into effect on signature  not ratification.  russia has said in the past that it is bound by it  so as to attract foreign investors   he said.  yukos is still waiting to see what will happen to its filing in a us court for bankruptcy protection. it took the action to try to prevent the forced sale of yugansk - first to a little-known shell company  which in turn was bought by rosneft. yukos claims its downfall was punishment for the political ambitions of its founder mikhail khodorkovsky. mr khodorkovsky  currently facing fraud and tax evasion charges of his own  was one of the founders of menatep. he has since signed over his shareholding to one of his fellow investors.
business,arsenal  may seek full share listing  arsenal vice-chairman david dein has said the club may consider seeking a full listing for its shares on the london stock exchange.  speaking at the soccerex football business forum in dubai  he said a full listing was  one of the options  for funding after the club moves to its new stadium. the club - which is currently listed on the smaller ofex share exchange - is due to move into its new 60 000-seater emirates stadium at ashburton grove for the start of the 2006/07 season. mr dein also warned the current level of tv coverage of the premiership may be reaching saturation level  with signs that match attendances have been dropping off in the first few months of this season.  when arsenal moves to its new stadium it will see its proportion of turnover from media earnings drop from 52% this season to 34% in two years  time. the club is hoping to increase matchday earnings from 29% to 40% of turnover  and has not ruled out other money-earning means  including a full share listing.  when the new stadium opens we will go through a thorough financial review   mr dein said.   listing would be one option  but we are flexible and no decisions have been made on that issue yet.  we want to be in the best financial health - maybe clubs can do it (listing)  manchester united have been a success.   mr dein said that  although television money and coverage had driven the english game forward in the past 10 years  he feared there might now be too many games being shown. since the formation of the premier league in season 1992/93  premiership clubs have seen their income from television soar.  television has been the driving force over the past 10 years... but we must constantly improve if we want to remain as the world s leading league competition.  we must monitor the quality of the product and ensure attendances do not decline  and we must balance that with the quantity of exposure on tv too.  i think we have practically reached saturation point... sometimes i think less is more.   the club is funding its move to ashburton grove through a number of sources  including debt from banks  from money it already has and will receive in coming years from sponsors  and from the sale of surplus property  including its highbury stadium. it is also looking to create new revenue streams from overseas markets  including asia.  we have two executives travelling round japan and china at the moment building relationships with organisations and clubs  and we know our supporters clubs are growing there too  as they are around the world.  we have got a very good product  so it is very important we go and look at these markets  and make sure we are on the case.
sport,keegan hails comeback king fowler manchester city boss kevin keegan has praised striker robbie fowler for his landmark return to form.  the 29-year-old  out of favour at city earlier this season  took his premiership goal tally past 150 with a brace in monday s 3-2 win at norwich.  he is still a quality player and knows where the net is - we have just got to supply him with ammunition and  in the end  we did   keegan said.  he has worked hard to get back to where he is now.  the former liverpool striker  who moved to city in 2003 after a poor stint at leeds  has battled back into first-team contention after struggling with fitness at the start of the season.  fowler overtook les ferdinand on tuesday evening to become the third highest scorer of all time in the premiership  with 151 goals  and he only trails alan shearer (250) and andy cole (173). and keegan believes there is still more to come from the former england forward.  he can get better if we can supply him better   added keegan.  people want to write him off but if he has kept the articles of those people who have written him off he could throw them back at them and they would be left with a bit of egg on their face.  fowler s double strike helped city come back from two goals down to clinch a dramatic win at carrow road and keegan sympathised with norwich boss nigel worthington afterwards.  i feel a bit for nigel worthington   he said.  his team have got great character  they have a lot of drive and enthusiasm.  i know it is a killer blow for norwich but i really think they have brought something to the premiership.  the stadium and the atmosphere is great  it is just a tough league to stay in - as they are finding out and as we know.
